inventoryItemCode,inventoryItemId,inventoryItemDescription,initialInventory,mov,value
7905919,9755,Crab - Meat Combo,3039326.9622,9072157.7406,6181053.5611
9666010,3492,Potato - Sweet,4093466.0257,4432077.5926,6807455.147
9759779,2643,Soup - Campbells Chili Veg,9910665.0286,4897306.9955,4617210.6827
8640719,6338,Lid Coffeecup 12oz D9542b,9272242.8772,6402265.3695,8371736.5626
2136735,5510,Lamb - Sausage Casings,1558727.9179,1240338.8024,6337255.7963
7875168,6209,Honey - Comb,8997817.3902,6126721.9801,3445657.8022
5171993,5422,Canadian Emmenthal,9348253.9086,2467920.4118,1474458.305
4766139,6698,Wine - Penfolds Koonuga Hill,5356830.0262,4532121.1746,3420128.1082
7584840,9011,Wine - Charddonnay Errazuriz,8899558.8927,6139981.2697,6716620.0381
2828978,6417,"Mop Head - Cotton, 24 Oz",7363090.3434,1928369.0466,9330397.444
8475102,3757,Chicken - Whole Fryers,8896446.6186,3748391.1396,3942704.6705
3951117,6789,Energy Drink,3487888.6614,8152794.6356,4264938.0838
3002792,5601,Cabbage - Savoy,1785509.9786,1073137.8577,3637000.9749
1703643,7551,Pate Pans Yellow,6878052.6311,3672746.3837,4010179.0516
6399450,8959,Veal - Slab Bacon,5278351.8342,7183784.632,2720253.1405
7879678,4441,Bread - Flat Bread,9682399.529,6601652.9061,4063153.3277
2689657,5918,Glucose,3257656.1679,3560605.6661,9918674.9028
8465870,7672,Flour - Rye,9980638.7148,5474640.5416,6616830.354
2020919,8709,Cheese - Pont Couvert,3778114.2363,5412693.4239,1956466.4681
5792472,8664,Wine - Zonnebloem Pinotage,3732305.7277,8990720.7379,8829586.896
5073314,4916,Sour Puss Raspberry,1210437.4187,8163415.2641,9671482.1352
6485769,7169,Broom Handle,2965825.6342,9756063.1379,2691854.4481
9228675,6459,"Pail - 4l White, With Handle",9924042.7403,4473752.6374,9857718.6923
5987469,3915,Wine - Rioja Campo Viejo,6723101.0,3896616.3715,7511104.6197
5053510,1978,Truffle - Peelings,4367014.0493,6260868.7544,9928201.214
3331891,8963,"Beef - Ox Tail, Frozen",7379116.1205,2710701.6761,8429315.7959
4008336,4269,Pork - Smoked Kassler,4895164.4644,2999997.2166,8583075.2342
7640966,7766,Plastic Arrow Stir Stick,7183111.489,2038144.7399,7059469.3156
1219227,4655,Guava,1336699.6938,9045165.7492,7969590.9684
1075550,4846,"Beans - Turtle, Black, Dry",7131257.6768,7051174.0819,5664440.6919
7810010,8531,Halibut - Fletches,3977156.772,6288680.9389,3868509.6454
4917485,2306,Almonds Ground Blanched,9603240.7773,9738010.148,2918884.4028
4399863,1870,Cleaner - Lime Away,4554621.817,8478355.0463,9129560.9762
6535476,3032,Longos - Penne With Pesto,8997605.9004,4178792.9532,6084092.8943
9868355,2671,Flour Pastry Super Fine,6916565.7885,5149056.5565,5002028.3799
2897823,2123,Carbonated Water - Blackberry,6645013.6301,8681782.3231,6041096.6388
7213122,8152,Wine La Vielle Ferme Cote Du,5133272.7241,4099735.0509,8399507.4705
4108415,9841,"Shrimp, Dried, Small / Lb",7893377.0853,7226158.1584,3216184.733
2236906,6911,Coffee Caramel Biscotti,2709499.5666,4453911.6632,4909091.0718
1928249,7243,Aspic - Clear,4949197.699,4332465.8063,4830946.5932
6443579,6804,Chutney Sauce,8238167.4102,5773070.5341,6952062.3221
6890481,6442,Lamb Rack Frenched Australian,6368379.5214,8672827.7871,8227110.2702
5712870,3456,Soup - Campbells Mushroom,8556503.3365,8645369.8506,3541842.451
3668761,8710,"Pasta - Penne Primavera, Single",6206026.4969,4903883.6206,5597999.8737
6345515,1710,Cattail Hearts,6096713.3568,1358077.6903,6507345.1196
1535803,3119,Wine - Marlbourough Sauv Blanc,8863884.227,6048097.0614,2601717.4122
1850087,9266,Dasheen,2947622.8929,5257493.1779,7937000.4648
4235043,2101,"Doilies - 12, Paper",8573593.4524,6401261.1337,2452863.7318
5543780,7087,Pepper - Cayenne,4247854.8671,2345047.9475,3990590.016
1580110,9668,Knife Plastic - White,9962370.2316,7683065.5048,4031534.8262
8099190,3261,Clementine,2396777.7871,7051923.6958,5965364.8401
4836632,1531,Steel Wool,7616072.3297,2454188.2739,3819036.4343
6598294,7026,"Pasta - Orzo, Dry",1063288.5059,6903800.2651,4190844.7714
3510621,6405,Soup - Campbells Chicken,7698960.567,1797102.5153,8677787.7252
6281018,9818,"Soup - Campbells, Minestrone",6068082.0326,7350173.846,4284567.5458
1026766,1231,"Tabasco Sauce, 2 Oz",5512296.796,1033537.5699,5198286.1059
8152131,4495,Carroway Seed,9079697.7534,1603586.6512,7925834.5417
3936453,1048,Sprouts - Brussel,5717462.2916,1355058.0871,1636465.1412
8218961,6757,"Beef - Bones, Cut - Up",2334152.7272,1984049.9975,2077694.3764
6080184,1376,"Rum - Dark, Bacardi, Black",9266752.6973,1024400.8634,8909404.4085
2097714,3102,"Tomatoes - Diced, Canned",3900950.9511,8862889.0815,6333186.4828
8040151,8463,Chutney Sauce,7619470.3409,8520514.36,1627842.717
4498910,4354,Squid U5 - Thailand,1276157.065,4476530.3892,1926100.7096
6852990,3159,Juice - Apple Cider,4709341.7723,2788759.6925,3643148.2199
5831871,5805,Lid - 0090 Clear,6072943.955,5219179.72,3471889.3394
8847896,6561,"Lettuce - Mini Greens, Whole",9061708.0227,2523881.7204,7813230.3446
7932708,9524,Mushroom - Portebello,6805815.05,6475900.4521,3821309.2922
4307073,9996,"Fish - Artic Char, Cold Smoked",8954769.1767,4577250.6666,6618901.2133
6297803,1930,Wine - Shiraz South Eastern,5659807.18,9522699.5155,2162224.6314
6190477,6386,Sprouts Dikon,3619191.0219,4010105.7903,7213130.913
6777363,4356,Monkfish Fresh - Skin Off,7009455.7798,8899031.8277,2256619.756
9935532,9572,Carbonated Water - Cherry,9513256.673,2012150.7844,5393614.5267
1586420,9126,"Veal - Brisket, Provimi, Bone - In",2037298.6373,8555554.0073,7914353.733
7479238,3121,Cauliflower,4015221.7344,9979457.8263,6691572.7604
4554011,7227,Ocean Spray - Kiwi Strawberry,8761514.7579,1673187.0636,5981593.6034
5792184,5367,Wine - Valpolicella Masi,9077543.5192,7430574.1258,1631532.9927
1977432,9028,Shrimp - 31/40,7003738.7291,9126176.7642,7367304.4577
5385479,3376,Dried Figs,4256889.9905,4688037.3717,4495938.7801
3129959,1014,"Yogurt - Cherry, 175 Gr",5794911.514,7664558.7382,5437197.6923
8327598,3734,Southern Comfort,5277464.2179,8605661.7333,2253117.1049
5851472,8696,Milk - Buttermilk,1561184.5648,5508026.3997,4192731.0845
7675185,7632,Flour - Bread,4527159.0148,1701855.101,9265073.6458
3925256,6217,Ginger - Crystalized,2208375.6797,8278034.9635,6003907.9166
3864827,5457,Beer - Mcauslan Apricot,4142519.7434,4256217.7251,9289551.1149
3619506,7375,Foam Dinner Plate,2918096.9822,3489175.5746,4737743.6406
8538067,4679,Taro Root,6508163.2952,9307629.1887,2279933.6334
7374704,3154,The Pop Shoppe - Grape,3688503.2207,3161117.0667,7793698.1736
8434521,7345,Loquat,4249705.8988,4202657.5849,5214266.9493
5330982,4602,Bread Crumbs - Panko,6720701.8502,4493962.8469,3572078.0268
8184020,8738,Cumin - Whole,5546725.8812,1543579.9024,5969292.1436
2815865,3101,Rye Special Old,2160380.1428,1655012.0716,6890704.0485
7598905,3683,"Lemonade - Kiwi, 591 Ml",4534233.6675,8511291.4819,7603525.6587
2360668,4386,Beef Dry Aged Tenderloin Aaa,3931670.2045,8335868.9009,9569514.6354
1748430,1229,Cocoa Powder - Dutched,1979126.9357,9235356.7867,4425426.5144
6353036,1411,Coriander - Seed,5208608.6452,5307648.8983,3922329.198
5647573,6076,"Veal - Brisket, Provimi, Bone - In",7057144.2837,7337024.82,3379767.7412
3710061,3543,Wine - Lamancha Do Crianza,5429783.9858,6051794.411,6661588.055
9756890,7510,Gatorade - Lemon Lime,7745694.2473,4502202.5399,8069634.1501
4812893,2975,Sprouts - Corn,4169479.4353,2140319.5743,6252084.4638
4979921,3120,Tea - Honey Green Tea,2993188.4186,4409760.2623,5959558.3955
4501242,6009,Sugar - Icing,3618491.1299,2121863.4916,8769395.1043
2659932,6448,Cabbage - Savoy,4402055.68,4194915.466,8189044.1651
5175506,2181,"Beans - Kidney, Canned",8395560.1971,2957151.7558,8643946.9848
9956421,6691,Cookie Dough - Peanut Butter,3902235.2842,5250852.6438,2439794.2358
2899884,1756,Oysters - Smoked,1778648.9675,1338605.4621,4087147.1237
5833377,1472,"Cheese - Havarti, Salsa",4013869.2669,6667585.6103,1558777.9634
6029068,3949,"Halibut - Whole, Fresh",9114947.5591,4336478.7691,2476454.9843
2605639,2248,Energy Drink - Redbull 355ml,8065131.3178,5623816.8278,7646905.2351
9999864,8225,Beef - Diced,3825253.7923,6993821.2736,3343600.7458
8933276,5599,Muffin Chocolate Individual Wrap,4389379.3085,8993668.1317,8432480.8707
2931286,6501,Cream - 18%,6416993.6086,7441545.6731,9505430.4162
9319638,9726,Chocolate Bar - Smarties,5270532.5731,2740012.7887,9868836.5152
6535302,7964,Pepper - Red Chili,8160877.8881,1089518.4054,8499117.7562
5675177,5248,Flour Pastry Super Fine,8675632.1175,4657343.9608,9091637.6034
3663661,7498,Wine - German Riesling,8628792.9764,3942891.9294,6038534.9429
2746681,2888,Juice - V8 Splash,2612266.3007,3371353.4187,4516803.3724
7615126,8873,Beef Dry Aged Tenderloin Aaa,4830883.7425,7862796.1581,4386855.1392
3356267,2257,Chivas Regal - 12 Year Old,8094116.4891,2899307.1785,1091433.5806
2139337,8082,Tea - Mint,7627157.4766,4441469.9244,4555842.1755
1930337,7196,Cheese - Gouda Smoked,4456446.5035,6499424.9971,6654327.6101
7094990,9913,Lettuce - Boston Bib,2715858.1897,7550120.989,1248561.3589
7760453,9356,Flower - Leather Leaf Fern,6635967.9595,1545090.27,9547580.8817
7657884,2180,Ice Cream - Turtles Stick Bar,6335408.9433,1046229.0243,3223909.2715
4974998,7266,Wine - Pinot Noir Mondavi Coastal,4126542.9286,3191441.0533,3069240.7021
2921946,4999,Pears - Bosc,5026364.2049,9257805.5889,2640688.3096
6361838,3357,Brandy Cherry - Mcguinness,8126184.9203,1377383.1882,3470396.2616
9643739,2645,Basil - Thai,1054659.2291,6693394.367,9891509.1023
9617985,1842,Jameson Irish Whiskey,4068309.3065,7708808.2877,8341542.8078
9962465,4295,Ice Cream - Strawberry,3718490.9885,6409203.7146,8301155.6696
1988850,8079,Coffee - Decaffeinato Coffee,6753772.06,3885722.5581,7677440.1246
5858912,7762,Beets - Mini Golden,4738859.8133,8367362.2382,1703793.1447
3070133,5838,"Bread - Crumbs, Bulk",4289928.0319,1385766.7175,6098878.0379
8630275,8034,"Cherries - Bing, Canned",6471236.0973,6829174.3599,1457617.5151
5800464,6912,Cornish Hen,1041541.4027,4846909.857,5002285.8058
5415395,9505,"Bread - Roll, Whole Wheat",3163173.5437,7933146.6203,2662391.5765
9456056,5785,Urban Zen Drinks,4671099.5346,8625797.3761,9399224.6924
5702390,7133,English Muffin,7893049.5431,3160189.8074,6533950.9221
2756263,5052,Flounder - Fresh,4669648.2129,9486939.7684,9292014.6763
6619889,2052,Wine - Zinfandel California 2002,6267662.0151,5953276.6541,8589285.5422
2730850,3042,Sour Puss Sour Apple,1463401.3388,9936123.9301,9051128.178
8582095,3138,Duck - Breast,5285936.1372,8109861.7499,9938169.4935
3111778,6290,Wine - Shiraz Wolf Blass Premium,6902568.2142,1620083.4541,2266167.7389
7166619,8623,Pants Custom Dry Clean,5139455.2999,8908683.5957,1167820.8237
1383866,8279,"Nut - Cashews, Whole, Raw",5092433.4493,1171274.9745,7470417.3134
2242484,4516,Initation Crab Meat,6826938.5089,8287946.9743,2529157.2219
5880649,9541,Toothpick Frilled,4715279.4378,1812018.9111,5412136.5671
9692703,2665,Soup - Campbells Mushroom,8502667.991,4721644.7138,2222805.6233
2638550,2840,Barramundi,6086466.9774,2481273.3112,8773503.3892
5707827,2651,"Tomatoes - Cherry, Yellow",4753644.6802,1135580.6998,6112881.0661
2439656,2030,Beef Dry Aged Tenderloin Aaa,2089320.3005,3421658.7462,1690541.1137
2751277,7928,Bananas,6208510.8943,1211700.5111,4339414.9266
4972102,1556,"Juice - Apple, 341 Ml",2677780.4977,5948389.5964,7452901.8101
3656121,4133,Urban Zen Drinks,3553060.1561,7600709.4194,3178719.5891
1157222,2284,"Veal - Brisket, Provimi,bnls",8265891.1981,8113502.9296,5340511.6238
5985754,1171,Beef - Top Butt Aaa,1897347.3561,6063138.4083,2875526.7429
8025867,6559,Smoked Tongue,6582331.0731,7281532.5065,1034214.6339
3463357,8033,Sobe - Orange Carrot,2433127.7323,4668641.5073,4374390.387
8951948,1690,Potatoes - Idaho 100 Count,5759965.5649,5904114.2418,1236867.5584
6056396,1090,Wine - Prem Select Charddonany,8816398.2618,1991011.551,6902224.123
3895096,2798,Slt - Individual Portions,4350848.4169,5461230.4936,7781579.5899
3315592,8373,"Mushroom - Chanterelle, Dry",1657634.4411,8700767.413,3732270.6444
6368484,8013,Wine - Beringer Founders Estate,8151748.9153,1495605.2737,3995788.3827
2061144,4400,Soup - Campbells Beef Noodle,9766237.1695,7284653.4784,5302859.3794
3573062,9276,Peppercorns - Green,4167681.5313,3059865.1734,7989629.8123
1714659,7656,Mustard - Individual Pkg,2823750.3354,6878120.7004,6598046.9619
4055427,3719,Goat - Whole Cut,7527472.1893,8911724.8594,4969391.1081
8884004,7732,"Pasta - Cappellini, Dry",2047713.0094,1494959.5119,3633219.8173
1641675,5124,Banana - Leaves,9007100.5805,1576618.1515,5727582.8798
4991523,9917,Napkin - Beverage 1 Ply,7363917.2636,2607792.216,3866657.5481
8162721,3513,Carbonated Water - Blackberry,1436768.6215,8064048.5696,2133978.7816
3288202,4934,Bread - French Baquette,5863993.699,8579386.6828,4455595.0779
2710772,1955,"Pepper - Paprika, Spanish",2682353.5167,2513329.0903,5866152.7199
7746396,8379,Sobe - Tropical Energy,7580609.3094,8943911.1119,2357976.0201
3613643,9481,Cheese - Wine,4789587.6207,1794100.3832,1002613.608
4549507,8094,Wine - Black Tower Qr,2643335.7477,9714471.5416,9282497.7429
4775979,7606,Kaffir Lime Leaves,8989681.8416,4818294.3081,7170916.2398
7159605,1669,Tea - Grapefruit Green Tea,1728610.9181,7711608.6015,6879102.7822
6652731,7100,"Cheese - Romano, Grated",5699263.022,6262011.8424,3730042.6403
5683516,5177,Pasta - Agnolotti - Butternut,8138349.7584,2019526.4384,1162842.1107
9815184,5676,Tomatoes - Cherry,2784375.7839,3150961.273,1521700.1988
8052649,5725,Bread - Pita,1500940.1381,5647632.4826,2083728.6008
6037401,1125,"Pasta - Bauletti, Chicken White",8268562.916,2481416.8944,6711196.7544
8759246,2917,Soup - Campbells Chili,2348462.3997,8362614.3842,3981848.239
6080446,8791,Oil - Cooking Spray,6530517.7576,7962467.202,5900703.1489
3829117,8733,"Olives - Black, Pitted",3895815.473,1826879.299,7798449.7749
3589345,8072,Beef Tenderloin Aaa,5424584.1447,6661474.0955,8437300.8111
1626675,3451,Duck - Breast,9764640.5244,7172344.8483,4400150.1854
7193419,7653,"Rice Pilaf, Dry,package",9231698.7317,3467597.3775,8454993.8071
2043214,3884,Caviar - Salmon,9695422.057,4048893.807,1755456.3647
2798788,2553,Bacardi Limon,8094027.1176,3834165.8258,9540436.7619
8287824,5227,Bagel - Everything Presliced,5688225.6197,3831277.0261,3156241.0977
7298237,7424,Beer - Mcauslan Apricot,4834192.6325,8317765.3767,3678743.5971
6036504,1602,"Nut - Pine Nuts, Whole",2840059.3676,5739823.2083,2078845.5775
5095914,2775,Wine - Manischewitz Concord,8915502.2824,2909000.8528,2955306.4905
6872178,7182,Galliano,6004003.192,9268015.0573,3648860.7888
1701502,6819,Baking Soda,7942264.4108,2580235.2319,5600957.962
3406374,4484,"Wine - Niagara,vqa Reisling",3878840.5915,8060502.4272,8123407.6356
7945177,5860,Salmon Steak - Cohoe 8 Oz,4309034.2466,4716641.2864,2298213.6364
6614176,3995,"Shrimp, Dried, Small / Lb",9860556.0065,3924121.985,1144586.9571
1097963,8330,"Lid - Translucent, 3.5 And 6 Oz",1910690.0047,5914932.035,2730192.4074
7486737,1235,Wine - Cotes Du Rhone,9048241.3051,1823504.728,5051895.7128
5575030,7762,Wiberg Cure,5797586.833,9375572.7108,5205997.927
5880467,7231,Poppy Seed,1613113.9753,9643344.1874,3389341.993
2856015,5346,"Wine - Harrow Estates, Vidal",1718950.4197,7187022.1304,5431313.1812
5619722,4488,Pie Shells 10,8707109.79,3603451.427,5274359.3706
8669567,2471,Chicken - Ground,2587373.4252,8050225.4835,1762664.8794
4425325,8244,Water - Tonic,2695626.8934,2218680.1604,6752074.5854
6725160,1441,Magnotta Bel Paese Red,5191599.5052,2795032.4887,7877251.4738
8125100,1396,Hot Choc Vending,4324045.9492,8335353.9977,5798900.0177
1182907,7817,Compound - Strawberry,2160013.8701,6437110.0405,1596458.3244
6780301,2030,Cheese - Swiss,9238074.5265,6522826.7461,1172236.5899
6514583,5338,Tomato - Tricolor Cherry,2929459.2352,2445742.1689,3269823.7772
4279730,6690,Steel Wool S.o.s,8046021.1274,6252749.821,4494840.6064
8136717,6542,"Juice - Clam, 46 Oz",1696388.6918,7580403.6286,4379533.5912
7359603,6480,Beets - Pickled,9065036.0915,9745269.9115,9102121.8052
2479769,2671,Tuna - Fresh,8520833.8331,4303312.4702,2544500.7644
5152654,4806,Pepper - Pablano,8153820.6465,1643113.2729,4291610.6164
9244269,6532,The Pop Shoppe - Grape,1015731.3538,3768400.2686,6387039.8819
2151506,8790,Tomatoes - Grape,7422217.8172,1841284.0545,5162819.5626
8752624,9729,"Cheese - Cheddar, Mild",2631050.8788,9683255.9058,4511372.4474
6631576,9012,Shrimp - Black Tiger 8 - 12,9920090.2594,1879311.9492,8580025.1275
2332574,9964,Lettuce - Lolla Rosa,6642578.7533,8351255.1903,3444413.9771
8973098,3618,Chocolate Bar - Smarties,9373969.6696,7943532.7153,6535579.5799
8303757,6278,"Coconut - Creamed, Pure",4774057.7484,5200041.2173,7212298.3566
2344773,4746,"Corn - Cream, Canned",9041840.3669,1264415.1395,5518877.8345
7119976,5085,Ham - Procutinni,6417678.2466,1658805.1038,1634442.6118
7861594,6442,Cheese - Shred Cheddar / Mozza,6733891.7685,8631408.835,5196040.952
7597995,6416,Bok Choy - Baby,7490224.1491,4068318.1101,8989874.3603
3132391,9470,Wine - Ruffino Chianti Classico,9833585.2925,1000945.115,4937578.1762
2998729,9064,Pepper - Scotch Bonnet,9932747.4164,8315942.6577,2366250.9464
7417098,3534,Initation Crab Meat,5719166.3741,5503819.8985,2714267.4736
6383134,8745,Wine - Pinot Noir Mondavi Coastal,3711699.6535,7729025.2061,6822749.9465
7605174,6702,Syrup - Chocolate,4206163.3164,9892793.8414,9010107.4097
9010286,7735,"Lamb - Shoulder, Boneless",2839553.3987,2160001.6203,2785817.74
2194130,6959,Wine - Penfolds Koonuga Hill,2281670.5088,8837372.1164,9217187.275
7034171,3447,Hog / Sausage Casing - Pork,7135747.4726,8150527.3512,6040268.1799
7648071,9827,Egg Patty Fried,7723673.6705,5834484.3856,2266586.8437
7787359,9652,Red Currant Jelly,2755946.7739,1554424.506,9721365.8471
2457504,8187,Emulsifier,4143069.9941,5192902.1897,5665207.3932
1748914,7365,Sword Pick Asst,9417058.0977,3344664.3627,7591251.2336
5007694,4007,"Stock - Veal, White",2745171.3021,7636564.3073,8300396.9009
7711612,4891,Cleaner - Comet,4757352.4986,8148642.6638,2970616.0638
4150709,4745,"Arctic Char - Fresh, Whole",4234543.4259,3993703.7709,8395618.5251
1021903,8441,"Doilies - 10, Paper",3682748.7394,9733614.3012,8892313.656
8444012,8284,Eggplant Italian,8219871.0661,3564029.4828,8304634.8092
1049318,8133,Vodka - Moskovskaya,1104708.9186,8248291.2074,2941212.5215
3804440,8127,Sugar - Invert,5839414.2073,4957030.0154,6616386.9517
6442347,1720,Mustard - Dijon,8265603.7893,3614791.1534,1111608.8993
6515066,8653,Wine - Champagne Brut Veuve,2191609.6748,5500563.7153,6456760.7648
5669633,8792,Pasta - Angel Hair,1756423.1922,2821564.2296,8249929.3151
7812150,3333,Squid - U - 10 Thailand,6712698.1672,6749378.2372,2835201.1675
2690772,5270,Jolt Cola - Electric Blue,4459422.9532,5621190.6445,4308036.2877
5748524,9684,Peach - Halves,5039245.9324,9846326.3277,5103480.202
9728010,4043,Browning Caramel Glace,5945819.5179,4842567.9471,4326048.1571
2295664,9716,Puree - Blackcurrant,1044101.1401,3209472.8677,1201049.1223
9559552,2270,Truffle Cups Green,4109907.1404,2148514.8375,5662431.6664
5852143,6451,Coffee - Flavoured,5232339.8246,8211885.0685,2423416.9826
8477956,9414,Tandoori Curry Paste,1694991.4035,2480161.5658,4729827.6336
9224938,1371,Tart - Raisin And Pecan,5022801.7727,7167775.8533,8840110.5618
8091890,2510,Jameson - Irish Whiskey,4975277.5454,5652366.5327,8726944.5005
7805678,2473,Mince Meat - Filling,8573323.2843,7068759.0852,8288839.8454
9726879,7466,Muffin Puck Ww Carrot,9941036.0184,5395395.6286,9699398.8509
6825022,9725,"Potatoes - Purple, Organic",8873860.3186,6412287.2448,5056367.4322
9621238,6082,"Coconut - Creamed, Pure",8609157.4075,9076760.036,4289840.6235
3457667,2181,Wine - Maipo Valle Cabernet,5642127.6091,9689649.8221,4400058.0168
2691005,3851,Sugar - Splenda Sweetener,9215738.7363,9902993.631,5239003.0854
5661219,4776,Oil - Avocado,6260791.504,4351025.3086,6697728.8376
6226248,1913,Onions - Pearl,1109520.4726,4016824.9614,1294690.5827
9931770,3653,Lemon Balm - Fresh,8916034.7074,9846149.5805,3863883.5384
5696692,2798,Longos - Grilled Salmon With Bbq,3240808.5831,2763435.6834,2466707.202
1598543,8045,Potatoes - Mini Red,9600446.962,1024331.7533,7513147.524
3024140,6449,Filling - Mince Meat,7251722.4336,6877667.3119,5549638.4381
6528438,5900,Mushrooms - Honey,4179153.3211,6277039.2623,1791368.9403
9601762,4366,"Tray - Foam, Square 4 - S",8647551.6633,7834772.6106,8759086.6182
8767670,2391,"Tart Shells - Sweet, 2",7777868.6822,8538100.3494,1114019.7375
2998846,9053,Apple - Fuji,2182485.8243,7192724.6415,9545208.9607
6316359,9343,Cheese Cloth No 60,3714113.6028,5077276.6045,9405871.9058
8986297,9803,Pickle - Dill,8501557.0807,4985030.1569,6251448.4639
4514794,5014,Jameson - Irish Whiskey,8134779.128,2627380.5245,7392699.361
3092638,9346,Truffle Paste,4352873.2015,5263066.9357,6607132.3643
2929051,2100,Scrubbie - Scotchbrite Hand Pad,6461436.3887,7935724.052,3899113.9363
4908125,7536,Crawfish,1695912.1608,5789299.9737,8465631.6798
5928434,3516,Cheese - Shred Cheddar / Mozza,8931918.8469,4865764.5222,5330005.5101
4962157,6321,Pork - Inside,7712112.0164,8384756.8324,6819348.1741
8250310,6132,Oyster - In Shell,5828541.6709,1224551.0044,4622734.4026
5391151,7587,"Stock - Beef, White",2244398.8528,9453106.7029,3162248.8718
8220751,7850,"Wine - White, Concha Y Toro",9212415.4966,7666558.2263,8540772.6936
7472306,1425,Flower - Commercial Spider,4063663.3473,7172202.386,1337990.5536
8704696,3178,Garlic - Elephant,5824286.4639,7844918.7274,4947969.368
3311247,1877,"Crab - Dungeness, Whole",9768968.1871,2249890.0388,5089908.2712
8992284,7211,Cup - 8oz Coffee Perforated,1188596.1807,3500658.2376,5430575.529
5503499,7832,Lumpfish Black,1718616.4199,6828135.4225,5212723.3404
5282060,3264,Wine - Prosecco Valdobiaddene,1595672.9411,9634024.2068,2279469.1893
8499589,1806,Garbage Bags - Black,6659001.0734,2674866.944,6720379.9332
2280006,4989,Pastry - Apple Large,5627339.0221,8128243.7689,8603822.2323
3950339,7616,"Pork - Butt, Boneless",4474065.7975,5819496.3895,9106679.8971
2137698,2842,"Wine - White, Cooking",4196306.5552,6078058.0043,2147515.7744
3301734,6282,Cake - Dulce De Leche,3383117.0334,2526818.3414,5784386.1415
5945097,8568,Towels - Paper / Kraft,9358377.6256,3194584.909,3706028.0582
4849203,4168,Tea - Jasmin Green,8929223.4208,3490766.0904,5176972.6342
5731271,5253,Flour - Strong,6078373.7699,6375400.1113,1608138.6668
6818961,1322,Frangelico,3810654.0115,8824557.0962,2660970.1153
4308261,8278,Juice - Ocean Spray Cranberry,7895704.6486,8766205.2455,9038808.4197
9208901,6933,Amaretto,1988526.2588,5321532.1546,7581270.5672
3670530,2541,Bulgar,8893558.5833,9759163.4008,2144455.5069
5543955,1444,Uniform Linen Charge,2159762.1735,4709795.8825,2076801.8093
4525721,1275,Bagels Poppyseed,7624854.4491,1688691.4993,7991055.078
3358998,3459,Carbonated Water - Orange,9370610.6098,2407400.9117,8851097.8374
8981594,2620,Hot Choc Vending,1595411.371,5263921.4124,5221055.6302
9282936,2237,Macaroons - Two Bite Choc,4991685.9616,9563685.946,9382223.8521
7603933,9835,Veal - Ground,9162537.4008,9769286.0955,6273730.9873
