itemPurchaseId,businessDate,itemPurchaseReferenceNumber,itemPurchaseComment
6464,2026-02-22,9716,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum
7475,2025-06-22,,
7400,2025-07-10,8837,
9738,2026-02-15,,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
8413,2026-03-31,3468,
1516,2025-09-08,7904,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean
5195,2025-11-22,,
3737,2025-11-19,,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est
5873,2026-02-17,1998,
8729,2026-03-28,,
6568,2025-04-13,,
7460,2025-05-07,2306,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc
3867,2025-05-25,,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci
9805,2025-06-06,,curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
5008,2026-04-30,5409,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue
6071,2025-01-01,,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
1196,2026-05-17,,
3546,2025-06-20,7440,
4639,2025-03-19,,
7408,2026-04-04,,
8520,2025-04-07,,
3014,2026-01-13,,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum
9622,2026-04-23,7864,
1547,2025-04-21,,
3714,2025-05-02,7142,
9433,2026-03-25,,quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus
6943,2025-09-13,,
2665,2025-05-21,,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy
3553,2026-08-31,8654,
3665,2025-02-09,6390,
2930,2025-06-28,,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum
7725,2025-10-30,,
9671,2025-11-21,5315,
4236,2025-02-01,8449,
7531,2025-08-10,,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis
